type;operations_id;contract_id;car_id;date;amount;descriptions
fact;CF713;;CAR_02;20.04.2025;24640.0;
payment;CP1279;;CAR_02;20.04.2025;24640.0;
debit;CD622;;CAR_07;21.05.2025;-2200.0;
fact;CF716;;CAR_07;21.05.2025;7040.0;
payment;CP1284;;CAR_07;21.05.2025;4840.0;
debit;CD623;;CAR_01;21.05.2025;21560.0;
payment;CP1285;;CAR_01;21.05.2025;21560.0;
debit;CD624;;CAR_08;20.05.2025;5280.0;
payment;CP1286;;CAR_08;21.05.2025;5280.0;
debit;CD625;;CAR_06;21.05.2025;-44000.0;
fact;CF717;;CAR_06;21.05.2025;44000.0;
debit;CD628;;CAR_08;20.06.2025;5280.0;
payment;CP1292;;CAR_08;20.06.2025;5280.0;
fact;CF721;;CAR_08;19.07.2025;5280.0;
payment;CP1297;;CAR_08;19.07.2025;5280.0;
debit;CD631;;CAR_08;19.08.2025;-10560.0;
fact;CF724;;CAR_08;19.08.2025;15840.0;
payment;CP1301;;CAR_08;19.08.2025;5280.0;
debit;CD635;;CAR_08;18.09.2025;-10560.0;
fact;CF726;;CAR_08;18.09.2025;15840.0;
payment;CP1306;;CAR_08;18.09.2025;5280.0;
fact;CF727;;CAR_03;21.09.2025;38500.0;
payment;CP1307;;CAR_03;21.09.2025;38500.0;
fact;CF728;;CAR_05;21.09.2025;33880.0;
payment;CP1308;;CAR_05;21.09.2025;33880.0;
fact;CF729;;CAR_04;21.09.2025;41580.0;
payment;CP1309;;CAR_04;21.09.2025;41580.0;
fact;CF733;;CAR_08;19.10.2025;5280.0;
payment;CP1316;;CAR_08;19.10.2025;5280.0;
fact;CF734;;CAR_09;19.10.2025;33880.0;
debit;CD639;;CAR_08;18.11.2025;-15840.0;
fact;CF738;;CAR_08;19.11.2025;21120.0;
payment;CP1321;;CAR_08;19.11.2025;5280.0;
payment;CP1322;;CAR_09;21.11.2025;33880.0;
debit;CD643;;CAR_08;21.12.2025;5280.0;
payment;CP1328;;CAR_08;21.12.2025;5280.0;
debit;CD644;;CAR_03;21.12.2025;33000.0;
fact;CF743;;CAR_03;21.12.2025;5500.0;
payment;CP1329;;CAR_03;21.12.2025;38500.0;
payment;CP1330;;CAR_05;21.12.2025;33880.0;
payment;CP1331;;CAR_04;21.12.2025;41580.0;
fact;CF745;;CAR_01;22.01.2025;21560.0;
payment;CP1337;;CAR_01;22.01.2025;21560.0;
fact;CF746;;CAR_08;22.01.2025;4840.0;
payment;CP1338;;CAR_08;21.01.2025;4840.0;
debit;CD646;;CAR_06;19.01.2025;-4400.0;
fact;CF747;;CAR_06;22.01.2025;4400.0;
debit;CD647;;CAR_03;19.01.2025;-5720.0;
fact;CF748;;CAR_03;22.01.2025;5720.0;
debit;CD649;;CAR_07;21.02.2025;4840.0;
payment;CP1344;;CAR_07;21.02.2025;4840.0;
fact;CF750;;CAR_08;21.02.2025;4840.0;
payment;CP1345;;CAR_08;21.02.2025;4840.0;
debit;CD651;;CAR_07;20.03.2025;-4840.0;
fact;CF754;;CAR_07;20.03.2025;9680.0;
payment;CP1351;;CAR_07;20.03.2025;4840.0;
debit;CD652;;CAR_01;20.03.2025;-10120.0;
fact;CF755;;CAR_01;20.03.2025;10120.0;
debit;CD653;;CAR_08;20.03.2025;5280.0;
payment;CP1352;;CAR_08;20.03.2025;5280.0;
debit;CD656;;CAR_07;20.04.2025;4840.0;
payment;CP1358;;CAR_07;21.04.2025;4840.0;
debit;CD657;;CAR_08;20.04.2025;-2200.0;
fact;CF758;;CAR_08;20.04.2025;7480.0;
payment;CP1359;;CAR_08;20.04.2025;5280.0;
debit;CD660;;CAR_07;21.05.2025;-220.0;
fact;CF762;;CAR_07;21.05.2025;5060.0;
payment;CP1363;;CAR_07;21.05.2025;4840.0;
fact;CF763;;CAR_08;21.05.2025;5280.0;
payment;CP1364;;CAR_08;21.05.2025;5280.0;
fact;CF767;;CAR_08;20.06.2025;5280.0;
payment;CP1370;;CAR_08;20.06.2025;5280.0;
fact;CF768;;CAR_03;20.06.2025;38500.0;
payment;CP1371;;CAR_03;20.06.2025;38500.0;
fact;CF769;;CAR_09;20.06.2025;34320.0;
fact;CF770;;CAR_04;20.06.2025;41580.0;
payment;CP1372;;CAR_04;20.06.2025;41580.0;
fact;CF772;;CAR_08;22.07.2025;5280.0;
payment;CP1378;;CAR_08;22.07.2025;5280.0;
fact;CF773;;CAR_05;22.07.2025;33880.0;
payment;CP1379;;CAR_05;22.07.2025;33880.0;
fact;CF778;;CAR_07;21.08.2025;30800.0;
payment;CP1383;;CAR_07;21.08.2025;30800.0;
fact;CF779;;CAR_08;21.08.2025;5280.0;
payment;CP1384;;CAR_08;21.08.2025;5280.0;
payment;CP1385;;CAR_09;21.08.2025;33880.0;
debit;CD668;;CAR_08;21.09.2025;5280.0;
payment;CP1390;;CAR_08;21.09.2025;5280.0;
debit;CD673;;CAR_01;22.10.2025;21560.0;
payment;CP1397;;CAR_01;22.10.2025;21560.0;
debit;CD674;;CAR_10;19.10.2025;30580.0;
fact;CF784;;CAR_10;19.10.2025;11000.0;
payment;CP1398;;CAR_10;19.10.2025;41580.0;
fact;CF785;;CAR_08;19.10.2025;5280.0;
payment;CP1399;;CAR_08;22.10.2025;5280.0;
debit;CD675;;CAR_03;22.10.2025;-38500.0;
fact;CF786;;CAR_03;22.10.2025;38500.0;
debit;CD676;;CAR_08;21.11.2025;5280.0;
payment;CP1406;;CAR_08;21.11.2025;5280.0;
fact;CF791;;CAR_09;21.11.2025;33880.0;
debit;CD680;;CAR_08;21.12.2025;5280.0;
payment;CP1412;;CAR_08;21.12.2025;5280.0;
debit;CD681;;CAR_03;21.12.2025;-5500.0;
fact;CF795;;CAR_03;21.12.2025;5500.0;
fact;CF796;;CAR_05;21.12.2025;33880.0;
fact;CF797;;CAR_04;21.12.2025;41580.0;
debit;CD683;;CAR_08;23.01.2025;4840.0;
payment;CP1418;;CAR_08;23.01.2025;4840.0;
debit;CD684;;CAR_06;23.01.2025;-13200.0;
fact;CF800;;CAR_06;23.01.2025;13200.0;
debit;CD685;;CAR_03;23.01.2025;-5720.0;
fact;CF801;;CAR_03;23.01.2025;5720.0;
fact;CF802;;CAR_05;23.01.2025;33880.0;
payment;CP1419;;CAR_05;23.01.2025;33880.0;
debit;CD686;;CAR_09;23.01.2025;-30800.0;
fact;CF803;;CAR_09;22.01.2025;30800.0;
debit;CD688;;CAR_07;23.02.2025;4840.0;
payment;CP1425;;CAR_07;23.02.2025;4840.0;
debit;CD689;;CAR_08;23.02.2025;4840.0;
payment;CP1426;;CAR_08;23.02.2025;4840.0;
debit;CD691;;CAR_07;23.03.2025;4840.0;
payment;CP1432;;CAR_07;23.03.2025;4840.0;
debit;CD692;;CAR_08;22.03.2025;5280.0;
payment;CP1433;;CAR_08;22.03.2025;5280.0;
fact;CF806;;CAR_04;23.03.2025;41580.0;
payment;CP1434;;CAR_04;23.03.2025;41580.0;
debit;CD696;;CAR_07;23.04.2025;-1980.0;
fact;CF809;;CAR_07;23.04.2025;6820.0;
payment;CP1440;;CAR_07;22.04.2025;4840.0;
debit;CD697;;CAR_01;23.04.2025;21560.0;
payment;CP1441;;CAR_01;22.04.2025;21560.0;
debit;CD698;;CAR_08;23.04.2025;-9680.0;
fact;CF810;;CAR_08;23.04.2025;14960.0;
payment;CP1442;;CAR_08;23.04.2025;5280.0;
fact;CF811;;CAR_09;23.04.2025;33440.0;
debit;CD702;;CAR_07;21.05.2025;-1980.0;
fact;CF816;;CAR_07;21.05.2025;6820.0;
payment;CP1447;;CAR_07;21.05.2025;4840.0;
debit;CD703;;CAR_08;21.05.2025;5280.0;
payment;CP1448;;CAR_08;21.05.2025;5280.0;
fact;CF817;;CAR_03;21.05.2025;36300.0;
fact;CF818;;CAR_09;21.05.2025;33440.0;
payment;CP1449;;CAR_09;21.05.2025;33440.0;
fact;CF819;;CAR_04;21.05.2025;41580.0;
fact;CF824;;CAR_08;21.06.2025;5280.0;
payment;CP1454;;CAR_08;21.06.2025;5280.0;
debit;CD707;;CAR_06;21.06.2025;-33880.0;
fact;CF825;;CAR_06;21.06.2025;33880.0;
fact;CF826;;CAR_05;21.06.2025;33880.0;
fact;CF828;;CAR_01;22.07.2025;21560.0;
payment;CP1460;;CAR_01;22.07.2025;21560.0;
debit;CD711;;CAR_08;22.07.2025;5280.0;
payment;CP1461;;CAR_08;22.07.2025;5280.0;
debit;CD713;;CAR_01;22.08.2025;-11000.0;
fact;CF832;;CAR_01;23.08.2025;11000.0;
debit;CD714;;CAR_08;23.08.2025;5280.0;
payment;CP1467;;CAR_08;23.08.2025;5280.0;
debit;CD715;;CAR_06;22.08.2025;33880.0;
payment;CP1468;;CAR_06;22.08.2025;33880.0;
debit;CD716;;CAR_03;22.08.2025;-26400.0;
fact;CF833;;CAR_03;22.08.2025;26400.0;
fact;CF834;;CAR_09;21.08.2025;33880.0;
debit;CD718;;CAR_10;21.09.2025;-8800.0;
fact;CF838;;CAR_10;23.09.2025;8800.0;
debit;CD719;;CAR_08;21.09.2025;-7480.0;
fact;CF839;;CAR_08;23.09.2025;12760.0;
payment;CP1474;;CAR_08;21.09.2025;5280.0;
fact;CF842;;CAR_08;22.10.2025;5280.0;
payment;CP1479;;CAR_08;22.10.2025;5280.0;
fact;CF843;;CAR_02;22.10.2025;105600.0;
debit;CD723;;CAR_08;22.11.2025;5280.0;
payment;CP1485;;CAR_08;22.11.2025;5280.0;
fact;CF847;;CAR_03;22.11.2025;38500.0;
payment;CP1486;;CAR_03;21.11.2025;38500.0;
fact;CF848;;CAR_05;23.11.2025;33880.0;
payment;CP1487;;CAR_05;21.11.2025;33880.0;
payment;CP1488;;CAR_04;21.11.2025;41580.0;
debit;CD726;;CAR_08;22.12.2025;5280.0;
payment;CP1495;;CAR_08;21.12.2025;5280.0;
debit;CD727;;CAR_03;21.12.2025;-5500.0;
fact;CF853;;CAR_03;21.12.2025;5500.0;
fact;CF854;;CAR_04;21.12.2025;5940.0;
debit;CD728;;CAR_08;23.01.2025;4840.0;
payment;CP1500;;CAR_08;23.01.2025;4840.0;
debit;CD729;;CAR_03;24.01.2025;-11440.0;
fact;CF855;;CAR_03;23.01.2025;11440.0;
debit;CD730;;CAR_09;23.01.2025;30800.0;
payment;CP1501;;CAR_09;24.01.2025;30800.0;
debit;CD732;;CAR_07;24.02.2025;4840.0;
payment;CP1508;;CAR_07;23.02.2025;4840.0;
debit;CD733;;CAR_08;23.02.2025;4840.0;
payment;CP1509;;CAR_08;24.02.2025;4840.0;
fact;CF859;;CAR_02;23.02.2025;23100.0;
payment;CP1510;;CAR_02;23.02.2025;23100.0;
fact;CF860;;CAR_05;24.02.2025;36960.0;
debit;CD735;;CAR_07;23.03.2025;-4400.0;
fact;CF862;;CAR_07;23.03.2025;9240.0;
payment;CP1514;;CAR_07;23.03.2025;4840.0;
debit;CD736;;CAR_08;23.03.2025;5280.0;
payment;CP1515;;CAR_08;23.03.2025;5280.0;
fact;CF863;;CAR_02;23.03.2025;23100.0;
payment;CP1516;;CAR_02;23.03.2025;23100.0;
debit;CD739;;CAR_07;23.04.2025;-2860.0;
fact;CF866;;CAR_07;23.04.2025;7700.0;
payment;CP1520;;CAR_07;23.04.2025;4840.0;
debit;CD740;;CAR_08;23.04.2025;5280.0;
payment;CP1521;;CAR_08;23.04.2025;5280.0;
debit;CD743;;CAR_07;21.05.2025;4840.0;
payment;CP1527;;CAR_07;24.05.2025;4840.0;
debit;CD744;;CAR_08;24.05.2025;-2420.0;
fact;CF870;;CAR_08;21.05.2025;7700.0;
payment;CP1528;;CAR_08;24.05.2025;5280.0;
debit;CD747;;CAR_08;21.06.2025;-2523.0;
fact;CF872;;CAR_08;21.06.2025;7803.0;
payment;CP1533;;CAR_08;21.06.2025;5280.0;
payment;CP1534;;CAR_05;21.06.2025;33880.0;
debit;CD750;;CAR_08;23.07.2025;5280.0;
payment;CP1538;;CAR_08;23.07.2025;5280.0;
debit;CD751;;CAR_08;24.08.2025;5280.0;
payment;CP1543;;CAR_08;24.08.2025;5280.0;
debit;CD752;;CAR_03;24.08.2025;38500.0;
payment;CP1544;;CAR_03;24.08.2025;38500.0;
fact;CF876;;CAR_04;24.08.2025;41580.0;
payment;CP1545;;CAR_04;24.08.2025;41580.0;
debit;CD757;;CAR_01;23.09.2025;21560.0;
payment;CP1552;;CAR_01;23.09.2025;21560.0;
debit;CD758;;CAR_10;23.09.2025;34100.0;
fact;CF877;;CAR_10;24.09.2025;7480.0;
payment;CP1553;;CAR_10;24.09.2025;41580.0;
fact;CF878;;CAR_08;24.09.2025;5280.0;
payment;CP1554;;CAR_08;24.09.2025;5280.0;
fact;CF880;;CAR_08;24.10.2025;5280.0;
payment;CP1560;;CAR_08;22.10.2025;5280.0;
payment;CP1561;;CAR_09;22.10.2025;33880.0;
debit;CD763;;CAR_08;23.11.2025;-5280.0;
fact;CF884;;CAR_08;23.11.2025;10560.0;
payment;CP1567;;CAR_08;23.11.2025;5280.0;
fact;CF885;;CAR_04;23.11.2025;41580.0;
debit;CD766;;CAR_08;22.12.2025;5280.0;
payment;CP1573;;CAR_08;23.12.2025;5280.0;
debit;CD767;;CAR_03;22.12.2025;-5500.0;
fact;CF888;;CAR_03;22.12.2025;5500.0;
fact;CF889;;CAR_07;24.01.2025;33880.0;
payment;CP1579;;CAR_07;24.01.2025;33880.0;
fact;CF890;;CAR_08;24.01.2025;4840.0;
payment;CP1580;;CAR_08;24.01.2025;4840.0;
debit;CD769;;CAR_07;24.02.2025;4840.0;
payment;CP1586;;CAR_07;24.02.2025;4840.0;
debit;CD770;;CAR_08;24.02.2025;-4840.0;
fact;CF891;;CAR_08;24.02.2025;9680.0;
payment;CP1587;;CAR_08;24.02.2025;4840.0;
debit;CD772;;CAR_07;23.03.2025;4840.0;
payment;CP1591;;CAR_07;23.03.2025;4840.0;
debit;CD773;;CAR_08;25.03.2025;5280.0;
payment;CP1592;;CAR_08;25.03.2025;5280.0;
fact;CF896;;CAR_07;23.04.2025;4840.0;
payment;CP1596;;CAR_07;23.04.2025;4840.0;
debit;CD775;;CAR_08;23.04.2025;5280.0;
payment;CP1597;;CAR_08;23.04.2025;5280.0;
payment;CP1598;;CAR_09;23.04.2025;33440.0;
debit;CD779;;CAR_07;24.05.2025;-2200.0;
fact;CF900;;CAR_07;24.05.2025;7040.0;
payment;CP1604;;CAR_07;24.05.2025;4840.0;
fact;CF901;;CAR_08;24.05.2025;5280.0;
payment;CP1605;;CAR_08;24.05.2025;5280.0;
payment;CP1606;;CAR_03;24.05.2025;38500.0;
payment;CP1607;;CAR_04;24.05.2025;41580.0;
debit;CD782;;CAR_01;25.06.2025;21560.0;
payment;CP1613;;CAR_01;25.06.2025;21560.0;
fact;CF904;;CAR_08;25.06.2025;5280.0;
payment;CP1614;;CAR_08;25.06.2025;5280.0;
fact;CF906;;CAR_07;25.07.2025;61600.0;
payment;CP1620;;CAR_07;25.07.2025;30800.0;
debit;CD785;;CAR_08;25.07.2025;-5280.0;
fact;CF907;;CAR_08;23.07.2025;10560.0;
payment;CP1621;;CAR_08;25.07.2025;5280.0;
payment;CP1622;;CAR_09;23.07.2025;33880.0;
debit;CD788;;CAR_08;25.08.2025;-5280.0;
fact;CF908;;CAR_08;25.08.2025;10560.0;
payment;CP1627;;CAR_08;25.08.2025;5280.0;
debit;CD789;;CAR_03;25.08.2025;-47300.0;
fact;CF909;;CAR_03;24.08.2025;47300.0;
debit;CD792;;CAR_10;24.09.2025;-3300.0;
fact;CF913;;CAR_10;24.09.2025;3300.0;
fact;CF914;;CAR_08;24.09.2025;5280.0;
payment;CP1631;;CAR_08;24.09.2025;5280.0;
debit;CD796;;CAR_10;25.10.2025;-23980.0;
fact;CF916;;CAR_10;25.10.2025;23980.0;
debit;CD797;;CAR_08;25.10.2025;-5280.0;
fact;CF917;;CAR_08;25.10.2025;10560.0;
payment;CP1638;;CAR_08;24.10.2025;5280.0;
debit;CD798;;CAR_07;23.11.2025;-6600.0;
fact;CF922;;CAR_07;23.11.2025;40480.0;
payment;CP1645;;CAR_07;23.11.2025;33880.0;
fact;CF923;;CAR_08;23.11.2025;5280.0;
payment;CP1646;;CAR_08;23.11.2025;5280.0;
debit;CD800;;CAR_08;24.12.2025;5280.0;
payment;CP1651;;CAR_08;24.12.2025;5280.0;
debit;CD801;;CAR_03;24.12.2025;-5500.0;
fact;CF926;;CAR_03;24.12.2025;5500.0;
debit;CD802;;CAR_08;24.01.2025;-4840.0;
fact;CF927;;CAR_08;24.01.2025;9680.0;
payment;CP1657;;CAR_08;24.01.2025;4840.0;
debit;CD804;;CAR_07;24.02.2025;-11660.0;
fact;CF930;;CAR_07;24.02.2025;16500.0;
payment;CP1663;;CAR_07;25.02.2025;4840.0;
debit;CD805;;CAR_01;25.02.2025;21560.0;
payment;CP1664;;CAR_01;25.02.2025;21560.0;
debit;CD806;;CAR_08;26.02.2025;5280.0;
payment;CP1665;;CAR_08;26.02.2025;5280.0;
payment;CP1666;;CAR_05;25.02.2025;36960.0;
debit;CD809;;CAR_07;26.03.2025;-440.0;
fact;CF934;;CAR_07;26.03.2025;5280.0;
payment;CP1672;;CAR_07;25.03.2025;4840.0;
payment;CP1673;;CAR_01;26.03.2025;21560.0;
debit;CD810;;CAR_08;26.03.2025;5280.0;
payment;CP1674;;CAR_08;26.03.2025;5280.0;
fact;CF935;;CAR_03;26.03.2025;44000.0;
debit;CD811;;CAR_05;26.03.2025;36960.0;
payment;CP1675;;CAR_05;26.03.2025;36960.0;
fact;CF936;;CAR_09;26.03.2025;33440.0;
fact;CF938;;CAR_07;26.04.2025;4840.0;
payment;CP1681;;CAR_07;24.04.2025;4840.0;
debit;CD813;;CAR_08;24.04.2025;880.0;
fact;CF939;;CAR_08;25.04.2025;4400.0;
payment;CP1682;;CAR_08;24.04.2025;5280.0;
debit;CD816;;CAR_07;26.05.2025;-2640.0;
fact;CF943;;CAR_07;26.05.2025;7480.0;
payment;CP1687;;CAR_07;26.05.2025;4840.0;
debit;CD817;;CAR_08;26.05.2025;5280.0;
payment;CP1688;;CAR_08;26.05.2025;5280.0;
fact;CF945;;CAR_08;25.06.2025;5280.0;
payment;CP1691;;CAR_08;25.06.2025;5280.0;
fact;CF949;;CAR_08;26.07.2025;5280.0;
payment;CP1697;;CAR_08;25.07.2025;5280.0;
debit;CD822;;CAR_06;25.07.2025;33880.0;
payment;CP1698;;CAR_06;25.07.2025;33880.0;
fact;CF950;;CAR_09;25.07.2025;33880.0;
debit;CD825;;CAR_08;25.08.2025;5280.0;
payment;CP1704;;CAR_08;25.08.2025;5280.0;
fact;CF954;;CAR_05;25.08.2025;33880.0;
payment;CP1705;;CAR_05;25.08.2025;33880.0;
fact;CF956;;CAR_08;24.09.2025;5280.0;
payment;CP1709;;CAR_08;24.09.2025;5280.0;
payment;CP1710;;CAR_09;24.09.2025;33880.0;
fact;CF959;;CAR_08;25.10.2025;5280.0;
payment;CP1716;;CAR_08;25.10.2025;5280.0;
debit;CD832;;CAR_03;25.10.2025;38500.0;
payment;CP1717;;CAR_03;25.10.2025;38500.0;
payment;CP1718;;CAR_05;25.10.2025;33880.0;
payment;CP1719;;CAR_04;25.10.2025;41580.0;
debit;CD833;;CAR_01;23.11.2025;21560.0;
payment;CP1726;;CAR_01;23.11.2025;21560.0;
debit;CD834;;CAR_10;24.11.2025;41580.0;
payment;CP1727;;CAR_10;23.11.2025;41580.0;
fact;CF964;;CAR_08;23.11.2025;5280.0;
payment;CP1728;;CAR_08;23.11.2025;5280.0;
fact;CF967;;CAR_07;24.12.2025;33880.0;
payment;CP1735;;CAR_07;24.12.2025;33880.0;
debit;CD836;;CAR_08;25.12.2025;5280.0;
payment;CP1736;;CAR_08;25.12.2025;5280.0;
payment;CP1737;;CAR_09;25.12.2025;33880.0;
fact;CF969;;CAR_08;24.01.2025;4840.0;
payment;CP1744;;CAR_08;24.01.2025;4840.0;
fact;CF970;;CAR_02;24.01.2025;23100.0;
payment;CP1745;;CAR_02;24.01.2025;23100.0;
debit;CD840;;CAR_07;26.02.2025;4840.0;
payment;CP1751;;CAR_07;26.02.2025;4840.0;
debit;CD841;;CAR_08;26.02.2025;5280.0;
payment;CP1752;;CAR_08;26.02.2025;5280.0;
fact;CF974;;CAR_07;26.03.2025;4840.0;
payment;CP1757;;CAR_07;26.03.2025;4840.0;
fact;CF975;;CAR_01;26.03.2025;21560.0;
debit;CD844;;CAR_08;26.03.2025;-10120.0;
fact;CF976;;CAR_08;26.03.2025;15400.0;
payment;CP1758;;CAR_08;26.03.2025;5280.0;
debit;CD847;;CAR_07;27.04.2025;4840.0;
payment;CP1764;;CAR_07;27.04.2025;4840.0;
fact;CF981;;CAR_08;26.04.2025;5280.0;
payment;CP1765;;CAR_08;26.04.2025;5280.0;
fact;CF982;;CAR_04;26.04.2025;41580.0;
payment;CP1766;;CAR_04;27.04.2025;41580.0;
fact;CF985;;CAR_07;26.05.2025;4840.0;
payment;CP1772;;CAR_07;26.05.2025;4840.0;
fact;CF986;;CAR_08;26.05.2025;5280.0;
payment;CP1773;;CAR_08;26.05.2025;5280.0;
fact;CF988;;CAR_08;25.06.2025;5280.0;
payment;CP1776;;CAR_08;25.06.2025;5280.0;
payment;CP1777;;CAR_09;25.06.2025;33880.0;
fact;CF990;;CAR_08;27.07.2025;5280.0;
payment;CP1782;;CAR_08;27.07.2025;5280.0;
fact;CF991;;CAR_03;26.07.2025;38500.0;
payment;CP1783;;CAR_03;27.07.2025;38500.0;
payment;CP1784;;CAR_04;27.07.2025;41580.0;
debit;CD858;;CAR_01;26.08.2025;21560.0;
payment;CP1791;;CAR_01;26.08.2025;21560.0;
payment;CP1792;;CAR_10;26.08.2025;41580.0;
fact;CF992;;CAR_08;26.08.2025;5280.0;
payment;CP1793;;CAR_08;26.08.2025;5280.0;
debit;CD859;;CAR_03;25.08.2025;-7700.0;
fact;CF993;;CAR_03;25.08.2025;7700.0;
debit;CD862;;CAR_10;27.09.2025;-11000.0;
fact;CF994;;CAR_10;24.09.2025;11000.0;
debit;CD863;;CAR_08;27.09.2025;5280.0;
payment;CP1799;;CAR_08;24.09.2025;5280.0;
fact;CF995;;CAR_09;24.09.2025;33880.0;
debit;CD867;;CAR_08;26.10.2025;5280.0;
payment;CP1805;;CAR_08;27.10.2025;5280.0;
debit;CD868;;CAR_03;27.10.2025;-38500.0;
fact;CF997;;CAR_03;27.10.2025;38500.0;
fact;CF998;;CAR_05;27.10.2025;33880.0;
fact;CF999;;CAR_04;27.10.2025;41580.0;
fact;CF1002;;CAR_08;27.11.2025;5280.0;
payment;CP1810;;CAR_08;27.11.2025;5280.0;
debit;CD871;;CAR_08;25.12.2025;5280.0;
payment;CP1817;;CAR_08;25.12.2025;5280.0;
debit;CD872;;CAR_03;25.12.2025;-11000.0;
fact;CF1004;;CAR_03;25.12.2025;11000.0;
fact;CF1007;;CAR_08;24.01.2025;4840.0;
payment;CP1823;;CAR_08;24.01.2025;4840.0;
debit;CD875;;CAR_07;26.02.2025;-2860.0;
fact;CF1009;;CAR_07;27.02.2025;7700.0;
payment;CP1828;;CAR_07;26.02.2025;4840.0;
debit;CD876;;CAR_08;26.02.2025;5280.0;
payment;CP1829;;CAR_08;26.02.2025;5280.0;
payment;CP1830;;CAR_09;27.02.2025;30800.0;
fact;CF1012;;CAR_07;26.03.2025;4840.0;
payment;CP1835;;CAR_07;28.03.2025;4840.0;
debit;CD879;;CAR_08;28.03.2025;-2420.0;
fact;CF1013;;CAR_08;28.03.2025;7700.0;
payment;CP1836;;CAR_08;28.03.2025;5280.0;
debit;CD880;;CAR_05;28.03.2025;-36960.0;
fact;CF1014;;CAR_05;28.03.2025;36960.0;
payment;CP1837;;CAR_09;28.03.2025;33440.0;
fact;CF1015;;CAR_04;28.03.2025;41580.0;
debit;CD883;;CAR_07;27.04.2025;-4840.0;
fact;CF1019;;CAR_07;27.04.2025;9680.0;
payment;CP1842;;CAR_07;27.04.2025;4840.0;
debit;CD884;;CAR_08;27.04.2025;-880.0;
fact;CF1020;;CAR_08;27.04.2025;6160.0;
payment;CP1843;;CAR_08;27.04.2025;5280.0;
fact;CF1021;;CAR_02;27.04.2025;24640.0;
payment;CP1844;;CAR_02;27.04.2025;24640.0;
debit;CD889;;CAR_07;28.05.2025;4840.0;
payment;CP1849;;CAR_07;28.05.2025;4840.0;
debit;CD890;;CAR_01;26.05.2025;21560.0;
payment;CP1850;;CAR_01;26.05.2025;21560.0;
debit;CD891;;CAR_08;28.05.2025;-2420.0;
fact;CF1025;;CAR_08;26.05.2025;7700.0;
payment;CP1851;;CAR_08;28.05.2025;5280.0;
fact;CF1028;;CAR_08;25.06.2025;5280.0;
payment;CP1856;;CAR_08;25.06.2025;5280.0;
fact;CF1032;;CAR_08;27.07.2025;5280.0;
payment;CP1861;;CAR_08;27.07.2025;5280.0;
debit;CD896;;CAR_06;27.07.2025;-33880.0;
fact;CF1033;;CAR_06;27.07.2025;33880.0;
fact;CF1034;;CAR_04;27.07.2025;41580.0;
debit;CD899;;CAR_01;26.08.2025;-21560.0;
fact;CF1037;;CAR_01;26.08.2025;21560.0;
fact;CF1038;;CAR_10;26.08.2025;41580.0;
debit;CD900;;CAR_08;26.08.2025;-10560.0;
fact;CF1039;;CAR_08;26.08.2025;15840.0;
payment;CP1865;;CAR_08;26.08.2025;5280.0;
fact;CF1042;;CAR_08;27.09.2025;5280.0;
payment;CP1871;;CAR_08;27.09.2025;5280.0;
fact;CF1043;;CAR_03;27.09.2025;38500.0;
payment;CP1872;;CAR_03;27.09.2025;38500.0;
fact;CF1044;;CAR_05;27.09.2025;33880.0;
payment;CP1873;;CAR_05;28.09.2025;33880.0;
fact;CF1045;;CAR_04;28.09.2025;41580.0;
payment;CP1874;;CAR_04;28.09.2025;41580.0;
fact;CF1049;;CAR_07;28.10.2025;33880.0;
payment;CP1881;;CAR_07;28.10.2025;33880.0;
debit;CD907;;CAR_08;28.10.2025;-5280.0;
fact;CF1050;;CAR_08;28.10.2025;10560.0;
payment;CP1882;;CAR_08;28.10.2025;5280.0;
fact;CF1054;;CAR_08;27.11.2025;5280.0;
payment;CP1887;;CAR_08;27.11.2025;5280.0;
fact;CF1055;;CAR_09;27.11.2025;33880.0;
payment;CP1888;;CAR_09;27.11.2025;33880.0;
fact;CF1058;;CAR_10;28.12.2025;55000.0;
debit;CD910;;CAR_08;28.12.2025;5280.0;
payment;CP1894;;CAR_08;28.12.2025;5280.0;
debit;CD911;;CAR_03;28.12.2025;38500.0;
payment;CP1895;;CAR_03;28.12.2025;38500.0;
payment;CP1896;;CAR_05;26.12.2025;33880.0;
fact;CF1059;;CAR_04;28.12.2025;41580.0;
payment;CP1897;;CAR_04;28.12.2025;41580.0;
payment;CP1903;;CAR_01;24.01.2025;21560.0;
debit;CD912;;CAR_08;24.01.2025;4840.0;
payment;CP1904;;CAR_08;27.01.2025;4840.0;
debit;CD913;;CAR_09;27.01.2025;-30800.0;
fact;CF1061;;CAR_09;27.01.2025;30800.0;
debit;CD915;;CAR_07;28.02.2025;4840.0;
payment;CP1910;;CAR_07;27.02.2025;4840.0;
debit;CD916;;CAR_08;27.02.2025;5280.0;
payment;CP1911;;CAR_08;27.02.2025;5280.0;
fact;CF1064;;CAR_09;28.02.2025;30800.0;
debit;CD919;;CAR_07;28.03.2025;4840.0;
payment;CP1917;;CAR_07;28.03.2025;4840.0;
debit;CD920;;CAR_08;28.03.2025;5280.0;
payment;CP1918;;CAR_08;28.03.2025;5280.0;
debit;CD923;;CAR_07;28.04.2025;1540.0;
fact;CF1067;;CAR_07;27.04.2025;3300.0;
payment;CP1924;;CAR_07;29.04.2025;4840.0;
debit;CD924;;CAR_08;29.04.2025;-5280.0;
